Gene Symbol,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7
IMP4,0.0686,0.592,0.32,3,hsa-miR-6829-3p,hsa-miR-4722-3p,hsa-miR-7703,,,,
LAX1,0.134,0.592,0.427,3,hsa-miR-6829-3p,hsa-miR-4722-3p,hsa-miR-7703,,,,
GLG1,0.0686,0.592,0.32,3,hsa-miR-6722-3p,hsa-miR-5591-5p,hsa-miR-7703,,,,
ZNF641,0.0597,0.592,0.302,3,hsa-miR-7854-3p,hsa-miR-6769b-5p,hsa-miR-7703,,,,
ORAI2,0.409,0.604,0.769,3,hsa-miR-6769b-5p,hsa-miR-6829-3p,hsa-miR-7703,,,,
SSBP2,0.149,0.592,0.449,3,hsa-miR-7854-3p,hsa-miR-6829-3p,hsa-miR-7703,,,,
PCBD2,0.0277,0.592,0.223,3,hsa-miR-4282,hsa-miR-6847-3p,hsa-miR-7703,,,,
PLAGL2,0.333,0.592,0.679,3,hsa-miR-548h-5p,hsa-miR-218-2-3p,hsa-miR-7854-3p,,,,
SMYD1,0.00848,0.592,0.144,3,hsa-miR-5585-3p,hsa-miR-3130-3p,hsa-miR-7854-3p,,,,
PARP2,0.122,0.592,0.409,3,hsa-miR-6847-3p,hsa-miR-371b-5p,hsa-miR-7854-3p,,,,
SELENON,0.0762,0.592,0.334,3,hsa-miR-6802-3p,hsa-miR-412-3p,hsa-miR-7854-3p,,,,
CNBP,0.358,0.595,0.707,3,hsa-miR-7703,hsa-miR-4282,hsa-miR-7854-3p,,,,
INAFM1,0.0233,0.592,0.208,3,hsa-miR-134-3p,hsa-miR-4741,hsa-miR-7854-3p,,,,
BCL7B,0.0183,0.592,0.19,3,hsa-miR-4741,hsa-miR-6722-3p,hsa-miR-7854-3p,,,,
OTUB1,0.0117,0.592,0.162,3,hsa-miR-4749-5p,hsa-miR-6722-3p,hsa-miR-7854-3p,,,,
LLGL1,0.0379,0.592,0.251,3,hsa-miR-6769b-5p,hsa-miR-6722-3p,hsa-miR-7854-3p,,,,
FGF19,0.0277,0.592,0.223,3,hsa-miR-4741,hsa-miR-6769b-5p,hsa-miR-7854-3p,,,,
TRAPPC2,0.124,0.592,0.413,3,hsa-miR-7703,hsa-miR-6769b-5p,hsa-miR-7854-3p,,,,
ALG14,0.0743,0.592,0.33,3,hsa-miR-1253,hsa-miR-7703,hsa-miR-7854-3p,,,,
ZNRF3,0.0254,0.592,0.215,3,hsa-miR-4524b-5p,hsa-miR-7703,hsa-miR-7854-3p,,,,
BAP1,0.0481,0.592,0.178,2,hsa-miR-1229-3p,hsa-miR-1227-5p,,,,,
CDC42EP4,0.143,0.592,0.334,2,hsa-miR-1229-3p,hsa-miR-1227-5p,,,,,
DAZAP2,0.377,0.595,0.652,2,hsa-miR-1253,hsa-miR-1227-5p,,,,,
HNRNPA0,0.334,0.592,0.593,2,hsa-miR-4282,hsa-miR-1227-5p,,,,,
DPY19L1,0.11,0.592,0.285,2,hsa-miR-5585-3p,hsa-miR-1227-5p,,,,,
SEMA6B,0.038,0.592,0.156,2,hsa-miR-1227-5p,hsa-miR-1229-3p,,,,,
LETMD1,0.0834,0.592,0.242,2,hsa-miR-1253,hsa-miR-1229-3p,,,,,
RRAGD,0.132,0.592,0.318,2,hsa-miR-1253,hsa-miR-1229-3p,,,,,
ZDHHC22,0.0481,0.592,0.178,2,hsa-miR-218-2-3p,hsa-miR-1229-3p,,,,,
ZNF268,0.197,0.592,0.409,2,hsa-miR-218-2-3p,hsa-miR-1229-3p,,,,,
PPL,0.0226,0.592,0.119,2,hsa-miR-412-3p,hsa-miR-1229-3p,,,,,
GFPT1,0.237,0.592,0.463,2,hsa-miR-4282,hsa-miR-1229-3p,,,,,
UGT2B4,0.143,0.592,0.334,2,hsa-miR-4524b-5p,hsa-miR-1229-3p,,,,,
GABPB2,0.0333,0.592,0.145,2,hsa-miR-4722-3p,hsa-miR-1229-3p,,,,,
ZNF207,0.393,0.597,0.673,2,hsa-miR-548h-5p,hsa-miR-1229-3p,,,,,
MRPL51,0.062,0.592,0.205,2,hsa-miR-6802-3p,hsa-miR-1229-3p,,,,,
ABCF3,0.169,0.592,0.372,2,hsa-miR-7703,hsa-miR-1229-3p,,,,,
TACO1,0.2,0.592,0.415,2,hsa-miR-7703,hsa-miR-1229-3p,,,,,
FEN1,0.0649,0.592,0.21,2,hsa-miR-1229-3p,hsa-miR-1253,,,,,
MED19,0.0108,0.592,0.0808,2,hsa-miR-1229-3p,hsa-miR-1253,,,,,
TET3,0.318,0.592,0.571,2,hsa-miR-218-2-3p,hsa-miR-1253,,,,,
ASH2L,0.0189,0.592,0.108,2,hsa-miR-371b-5p,hsa-miR-1253,,,,,
EIF1AX,0.354,0.595,0.619,2,hsa-miR-371b-5p,hsa-miR-1253,,,,,
WEE1,0.594,0.659,0.98,2,hsa-miR-4524b-5p,hsa-miR-1253,,,,,
RNF14,0.0481,0.592,0.178,2,hsa-miR-4722-3p,hsa-miR-1253,,,,,
SLC43A2,0.173,0.592,0.377,2,hsa-miR-4722-3p,hsa-miR-1253,,,,,
VGLL4,0.139,0.592,0.329,2,hsa-miR-4749-5p,hsa-miR-1253,,,,,
FEM1C,0.342,0.593,0.603,2,hsa-miR-548h-5p,hsa-miR-1253,,,,,
TBC1D13,0.358,0.595,0.625,2,hsa-miR-548h-5p,hsa-miR-1253,,,,,
FIGN,0.154,0.592,0.35,2,hsa-miR-5585-3p,hsa-miR-1253,,,,,
MED13,0.117,0.592,0.296,2,hsa-miR-5585-3p,hsa-miR-1253,,,,,
SRSF10,0.0899,0.592,0.253,2,hsa-miR-5587-5p,hsa-miR-1253,,,,,
RPRM,0.0455,0.592,0.172,2,hsa-miR-5591-5p,hsa-miR-1253,,,,,
TPD52L2,0.0709,0.592,0.221,2,hsa-miR-5591-5p,hsa-miR-1253,,,,,
ITM2C,0.162,0.592,0.361,2,hsa-miR-6722-3p,hsa-miR-1253,,,,,
SEMA7A,0.146,0.592,0.339,2,hsa-miR-6722-3p,hsa-miR-1253,,,,,
WDR81,0.0563,0.592,0.194,2,hsa-miR-6722-3p,hsa-miR-1253,,,,,
FOXRED2,0.197,0.592,0.409,2,hsa-miR-6769b-5p,hsa-miR-1253,,,,,
GPR173,0.0932,0.592,0.259,2,hsa-miR-6769b-5p,hsa-miR-1253,,,,,
PALD1,0.0481,0.592,0.178,2,hsa-miR-6829-3p,hsa-miR-1253,,,,,
SLC10A6,0.326,0.592,0.582,2,hsa-miR-6829-3p,hsa-miR-1253,,,,,
AKAP5,0.074,0.592,0.226,2,hsa-miR-6847-3p,hsa-miR-1253,,,,,
TRAF3IP2,0.269,0.592,0.506,2,hsa-miR-6847-3p,hsa-miR-1253,,,,,
MGLL,0.0288,0.592,0.135,2,hsa-miR-7151-5p,hsa-miR-1253,,,,,
IGF1R,0.757,0.772,1.32,2,hsa-miR-7151-5p,hsa-miR-1253,,,,,
TRIR,0.0965,0.592,0.264,2,hsa-miR-7854-3p,hsa-miR-1253,,,,,
ACIN1,0.031,0.592,0.14,2,hsa-miR-1227-5p,hsa-miR-134-3p,,,,,
LSM14A,0.154,0.592,0.35,2,hsa-miR-371b-5p,hsa-miR-134-3p,,,,,
RRAGC,0.132,0.592,0.318,2,hsa-miR-371b-5p,hsa-miR-134-3p,,,,,
HOOK3,0.597,0.659,0.986,2,hsa-miR-371b-5p,hsa-miR-134-3p,,,,,
EXT1,0.074,0.592,0.226,2,hsa-miR-4524b-5p,hsa-miR-134-3p,,,,,
PPP2R5C,0.0429,0.592,0.167,2,hsa-miR-4524b-5p,hsa-miR-134-3p,,,,,
NOVA2,0.0802,0.592,0.237,2,hsa-miR-4722-3p,hsa-miR-134-3p,,,,,
FADS6,0.249,0.592,0.479,2,hsa-miR-4741,hsa-miR-134-3p,,,,,
FOLR1,0.169,0.592,0.372,2,hsa-miR-5591-5p,hsa-miR-134-3p,,,,,
C1orf229,0.00811,0.592,0.07,2,hsa-miR-6722-3p,hsa-miR-134-3p,,,,,
PXDC1,0.0267,0.592,0.129,2,hsa-miR-6722-3p,hsa-miR-134-3p,,,,,
ABI2,0.613,0.668,1.01,2,hsa-miR-6769b-5p,hsa-miR-134-3p,,,,,
INSIG1,0.232,0.592,0.458,2,hsa-miR-7703,hsa-miR-134-3p,,,,,
TMED8,0.0058,0.592,0.0593,2,hsa-miR-7703,hsa-miR-134-3p,,,,,
CRTAP,0.162,0.592,0.361,2,hsa-miR-7854-3p,hsa-miR-134-3p,,,,,
SETD5,0.413,0.606,0.7,2,hsa-miR-1253,hsa-miR-218-2-3p,,,,,
UBE2V1,0.465,0.617,0.776,2,hsa-miR-1253,hsa-miR-218-2-3p,,,,,
TMEM189-UBE2V1,0.469,0.619,0.781,2,hsa-miR-1253,hsa-miR-218-2-3p,,,,,
TMEM189,0.473,0.62,0.786,2,hsa-miR-1253,hsa-miR-218-2-3p,,,,,
ARID5B,0.204,0.592,0.42,2,hsa-miR-371b-5p,hsa-miR-218-2-3p,,,,,
ZNF117,0.314,0.592,0.566,2,hsa-miR-412-3p,hsa-miR-218-2-3p,,,,,
ZNF208,0.0866,0.592,0.248,2,hsa-miR-412-3p,hsa-miR-218-2-3p,,,,,
FAM20B,0.074,0.592,0.226,2,hsa-miR-449c-3p,hsa-miR-218-2-3p,,,,,
KLF3,0.0709,0.592,0.221,2,hsa-miR-449c-3p,hsa-miR-218-2-3p,,,,,
RAB3IP,0.374,0.595,0.646,2,hsa-miR-4524b-5p,hsa-miR-218-2-3p,,,,,
TMEM81,0.0834,0.592,0.242,2,hsa-miR-4722-3p,hsa-miR-218-2-3p,,,,,
SESN3,0.397,0.599,0.679,2,hsa-miR-5587-5p,hsa-miR-218-2-3p,,,,,
OLA1,0.103,0.592,0.275,2,hsa-miR-6802-3p,hsa-miR-218-2-3p,,,,,
MOB3A,0.216,0.592,0.436,2,hsa-miR-6829-3p,hsa-miR-218-2-3p,,,,,
GSTO2,0.0481,0.592,0.178,2,hsa-miR-6847-3p,hsa-miR-218-2-3p,,,,,
SLC28A1,0.241,0.592,0.469,2,hsa-miR-371b-5p,hsa-miR-3130-3p,,,,,
FAXC,0.342,0.593,0.603,2,hsa-miR-371b-5p,hsa-miR-3130-3p,,,,,
CCDC171,0.031,0.592,0.14,2,hsa-miR-4282,hsa-miR-3130-3p,,,,,
NR3C1,0.293,0.592,0.539,2,hsa-miR-4282,hsa-miR-3130-3p,,,,,
PLXND1,0.281,0.592,0.523,2,hsa-miR-4741,hsa-miR-3130-3p,,,,,
STX4,0.253,0.592,0.485,2,hsa-miR-6847-3p,hsa-miR-3130-3p,,,,,
ANKRD42,0.0932,0.592,0.259,2,hsa-miR-7703,hsa-miR-3130-3p,,,,,
FUT9,0.0207,0.592,0.113,2,hsa-miR-7703,hsa-miR-3130-3p,,,,,
SNRNP48,0.0333,0.592,0.145,2,hsa-miR-7703,hsa-miR-3130-3p,,,,,
RBM23,0.505,0.625,0.835,2,hsa-miR-1227-5p,hsa-miR-371b-5p,,,,,
PTBP3,0.124,0.592,0.307,2,hsa-miR-1229-3p,hsa-miR-371b-5p,,,,,
SRCAP,0.432,0.609,0.727,2,hsa-miR-1229-3p,hsa-miR-371b-5p,,,,,
GABPB1,0.529,0.634,0.873,2,hsa-miR-1229-3p,hsa-miR-371b-5p,,,,,
HIST1H3E,0.0356,0.592,0.151,2,hsa-miR-1253,hsa-miR-371b-5p,,,,,
TGIF1,0.154,0.592,0.35,2,hsa-miR-1253,hsa-miR-371b-5p,,,,,
ZSWIM1,0.173,0.592,0.377,2,hsa-miR-1253,hsa-miR-371b-5p,,,,,
LZIC,0.432,0.609,0.727,2,hsa-miR-1253,hsa-miR-371b-5p,,,,,
TOR1B,0.165,0.592,0.366,2,hsa-miR-218-2-3p,hsa-miR-371b-5p,,,,,
SUGT1,0.469,0.619,0.781,2,hsa-miR-3130-3p,hsa-miR-371b-5p,,,,,
CENPL,0.0535,0.592,0.189,2,hsa-miR-412-3p,hsa-miR-371b-5p,,,,,
POLR3K,0.237,0.592,0.463,2,hsa-miR-412-3p,hsa-miR-371b-5p,,,,,
STOML1,0.0771,0.592,0.232,2,hsa-miR-412-3p,hsa-miR-371b-5p,,,,,
GOLGA3,0.154,0.592,0.35,2,hsa-miR-4282,hsa-miR-371b-5p,,,,,
SP4,0.074,0.592,0.226,2,hsa-miR-4282,hsa-miR-371b-5p,,,,,
TTPAL,0.128,0.592,0.312,2,hsa-miR-4282,hsa-miR-371b-5p,,,,,
TWISTNB,0.0591,0.592,0.199,2,hsa-miR-4282,hsa-miR-371b-5p,,,,,
VPS37A,0.0563,0.592,0.194,2,hsa-miR-4282,hsa-miR-371b-5p,,,,,
ARHGEF39,0.158,0.592,0.356,2,hsa-miR-4722-3p,hsa-miR-371b-5p,,,,,
BACE2,0.281,0.592,0.523,2,hsa-miR-4722-3p,hsa-miR-371b-5p,,,,,
CPM,0.338,0.592,0.598,2,hsa-miR-4722-3p,hsa-miR-371b-5p,,,,,
SPIRE2,0.0404,0.592,0.162,2,hsa-miR-4722-3p,hsa-miR-371b-5p,,,,,
ZNF487,0.135,0.592,0.323,2,hsa-miR-4722-3p,hsa-miR-371b-5p,,,,,
PHLDA3,0.366,0.595,0.636,2,hsa-miR-4722-3p,hsa-miR-371b-5p,,,,,
HMBOX1,0.216,0.592,0.436,2,hsa-miR-548h-5p,hsa-miR-371b-5p,,,,,
VLDLR,0.2,0.592,0.415,2,hsa-miR-548h-5p,hsa-miR-371b-5p,,,,,
DNTTIP2,0.338,0.592,0.598,2,hsa-miR-5585-3p,hsa-miR-371b-5p,,,,,
JRKL,0.0122,0.592,0.0862,2,hsa-miR-5585-3p,hsa-miR-371b-5p,,,,,
RNF38,0.0899,0.592,0.253,2,hsa-miR-5585-3p,hsa-miR-371b-5p,,,,,
CHMP3,0.0802,0.592,0.237,2,hsa-miR-5587-5p,hsa-miR-371b-5p,,,,,
GCLM,0.0154,0.592,0.097,2,hsa-miR-5587-5p,hsa-miR-371b-5p,,,,,
HEATR5A,0.124,0.592,0.307,2,hsa-miR-5587-5p,hsa-miR-371b-5p,,,,,
LARS,0.0535,0.592,0.189,2,hsa-miR-5587-5p,hsa-miR-371b-5p,,,,,
LYRM7,0.232,0.592,0.458,2,hsa-miR-5587-5p,hsa-miR-371b-5p,,,,,
RNF103-CHMP3,0.0591,0.592,0.199,2,hsa-miR-5587-5p,hsa-miR-371b-5p,,,,,
FBXO28,0.121,0.592,0.302,2,hsa-miR-660-5p,hsa-miR-371b-5p,,,,,
C16orf72,0.114,0.592,0.291,2,hsa-miR-6769b-5p,hsa-miR-371b-5p,,,,,
ENSA,0.0802,0.592,0.237,2,hsa-miR-6829-3p,hsa-miR-371b-5p,,,,,
FUT11,0.318,0.592,0.571,2,hsa-miR-6829-3p,hsa-miR-371b-5p,,,,,
NDUFV3,0.257,0.592,0.49,2,hsa-miR-6829-3p,hsa-miR-371b-5p,,,,,
TXNL1,0.212,0.592,0.431,2,hsa-miR-6829-3p,hsa-miR-371b-5p,,,,,
SH3D19,0.0866,0.592,0.248,2,hsa-miR-7151-5p,hsa-miR-371b-5p,,,,,
TES,0.135,0.592,0.323,2,hsa-miR-7151-5p,hsa-miR-371b-5p,,,,,
C5AR2,0.0899,0.592,0.253,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
KLHDC8A,0.181,0.592,0.388,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
LYZ,0.062,0.592,0.205,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
MELK,0.189,0.592,0.399,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
NDUFB5,0.173,0.592,0.377,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
ORC1,0.11,0.592,0.285,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
RNF44,0.128,0.592,0.312,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
TANGO2,0.22,0.592,0.442,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
TBC1D15,0.121,0.592,0.302,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
TMEM184C,0.197,0.592,0.409,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
ZNF317,0.289,0.592,0.533,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
TXNDC16,0.342,0.593,0.603,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
HSD17B12,0.397,0.599,0.679,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
TNFRSF13C,0.435,0.611,0.733,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
CASTOR2,0.536,0.636,0.883,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
STMP1,0.162,0.592,0.361,2,hsa-miR-7854-3p,hsa-miR-371b-5p,,,,,
CSDE1,0.158,0.592,0.356,2,hsa-miR-1229-3p,hsa-miR-412-3p,,,,,
HRK,0.158,0.592,0.356,2,hsa-miR-1253,hsa-miR-412-3p,,,,,
ACTB,0.322,0.592,0.576,2,hsa-miR-4282,hsa-miR-412-3p,,,,,
ENAH,0.261,0.592,0.496,2,hsa-miR-4282,hsa-miR-412-3p,,,,,
MZT1,0.0246,0.592,0.124,2,hsa-miR-4282,hsa-miR-412-3p,,,,,
SEC24A,0.193,0.592,0.404,2,hsa-miR-4524b-5p,hsa-miR-412-3p,,,,,
PRKX,0.162,0.592,0.361,2,hsa-miR-4722-3p,hsa-miR-412-3p,,,,,
ZNF682,0.216,0.592,0.436,2,hsa-miR-4722-3p,hsa-miR-412-3p,,,,,
PGM2L1,0.362,0.595,0.63,2,hsa-miR-4722-3p,hsa-miR-412-3p,,,,,
MTAP,0.0834,0.592,0.242,2,hsa-miR-5585-3p,hsa-miR-412-3p,,,,,
BAK1,0.169,0.592,0.372,2,hsa-miR-5591-5p,hsa-miR-412-3p,,,,,
DLC1,0.212,0.592,0.431,2,hsa-miR-6722-3p,hsa-miR-412-3p,,,,,
LY6K,0.0508,0.592,0.183,2,hsa-miR-6802-3p,hsa-miR-412-3p,,,,,
PIP4P2,0.0563,0.592,0.194,2,hsa-miR-6802-3p,hsa-miR-412-3p,,,,,
RNF219,0.0246,0.592,0.124,2,hsa-miR-6802-3p,hsa-miR-412-3p,,,,,
SLAMF1,0.0189,0.592,0.108,2,hsa-miR-6802-3p,hsa-miR-412-3p,,,,,
ZNF785,0.139,0.592,0.329,2,hsa-miR-6802-3p,hsa-miR-412-3p,,,,,
KIF1C,0.338,0.592,0.598,2,hsa-miR-6847-3p,hsa-miR-412-3p,,,,,
SUSD5,0.0481,0.592,0.178,2,hsa-miR-7703,hsa-miR-412-3p,,,,,
RXRB,0.0899,0.592,0.253,2,hsa-miR-7854-3p,hsa-miR-412-3p,,,,,
EEF2,0.212,0.592,0.431,2,hsa-miR-1229-3p,hsa-miR-4282,,,,,
TARDBP,0.0999,0.592,0.269,2,hsa-miR-1229-3p,hsa-miR-4282,,,,,
FOXO1,0.165,0.592,0.366,2,hsa-miR-1253,hsa-miR-4282,,,,,
INTU,0.241,0.592,0.469,2,hsa-miR-1253,hsa-miR-4282,,,,,
GPR137C,0.281,0.592,0.523,2,hsa-miR-3130-3p,hsa-miR-4282,,,,,
SOD2,0.781,0.792,1.38,2,hsa-miR-3130-3p,hsa-miR-4282,,,,,
ADH5,0.169,0.592,0.372,2,hsa-miR-371b-5p,hsa-miR-4282,,,,,
C8orf37,0.114,0.592,0.291,2,hsa-miR-371b-5p,hsa-miR-4282,,,,,
GLRX2,0.0899,0.592,0.253,2,hsa-miR-371b-5p,hsa-miR-4282,,,,,
PLA2G2C,0.124,0.592,0.307,2,hsa-miR-371b-5p,hsa-miR-4282,,,,,
POU5F1B,0.038,0.592,0.156,2,hsa-miR-371b-5p,hsa-miR-4282,,,,,
SMS,0.0932,0.592,0.259,2,hsa-miR-371b-5p,hsa-miR-4282,,,,,
EDEM3,0.208,0.592,0.426,2,hsa-miR-412-3p,hsa-miR-4282,,,,,
RBM41,0.241,0.592,0.469,2,hsa-miR-412-3p,hsa-miR-4282,,,,,
LMNB1,0.2,0.592,0.415,2,hsa-miR-449c-3p,hsa-miR-4282,,,,,
CACUL1,0.132,0.592,0.318,2,hsa-miR-4524b-5p,hsa-miR-4282,,,,,
CDC37L1,0.038,0.592,0.156,2,hsa-miR-4524b-5p,hsa-miR-4282,,,,,
QKI,0.253,0.592,0.485,2,hsa-miR-4722-3p,hsa-miR-4282,,,,,
TIAL1,0.377,0.595,0.652,2,hsa-miR-4741,hsa-miR-4282,,,,,
SLC10A7,0.158,0.592,0.356,2,hsa-miR-4749-5p,hsa-miR-4282,,,,,
CBX3,0.212,0.592,0.431,2,hsa-miR-548h-5p,hsa-miR-4282,,,,,
GIMAP4,0.0563,0.592,0.194,2,hsa-miR-548h-5p,hsa-miR-4282,,,,,
HPRT1,0.0999,0.592,0.269,2,hsa-miR-548h-5p,hsa-miR-4282,,,,,
LEPROT,0.181,0.592,0.388,2,hsa-miR-548h-5p,hsa-miR-4282,,,,,
SMG1,0.443,0.612,0.743,2,hsa-miR-548h-5p,hsa-miR-4282,,,,,
ZSCAN21,0.00227,0.585,0.0377,2,hsa-miR-5585-3p,hsa-miR-4282,,,,,
KANSL1,0.326,0.592,0.582,2,hsa-miR-5585-3p,hsa-miR-4282,,,,,
RHEBP1,0.0246,0.592,0.124,2,hsa-miR-5587-5p,hsa-miR-4282,,,,,
GALNT7,0.0508,0.592,0.183,2,hsa-miR-660-5p,hsa-miR-4282,,,,,
MTRNR2L5,0.0429,0.592,0.167,2,hsa-miR-6722-3p,hsa-miR-4282,,,,,
MTRNR2L3,0.0771,0.592,0.232,2,hsa-miR-6802-3p,hsa-miR-4282,,,,,
MTRNR2L7,0.0679,0.592,0.215,2,hsa-miR-6802-3p,hsa-miR-4282,,,,,
DUSP3,0.0591,0.592,0.199,2,hsa-miR-6847-3p,hsa-miR-4282,,,,,
GALNT4,0.0508,0.592,0.183,2,hsa-miR-6847-3p,hsa-miR-4282,,,,,
POC1B-GALNT4,0.0481,0.592,0.178,2,hsa-miR-6847-3p,hsa-miR-4282,,,,,
ZNF567,0.0122,0.592,0.0862,2,hsa-miR-7151-5p,hsa-miR-4282,,,,,
DTX3L,0.103,0.592,0.275,2,hsa-miR-7703,hsa-miR-4282,,,,,
MAGI3,0.139,0.592,0.329,2,hsa-miR-7703,hsa-miR-4282,,,,,
SMU1,0.309,0.592,0.56,2,hsa-miR-7703,hsa-miR-4282,,,,,
ZBTB5,0.146,0.592,0.339,2,hsa-miR-7703,hsa-miR-4282,,,,,
ZNF749,0.293,0.592,0.539,2,hsa-miR-7703,hsa-miR-4282,,,,,
MDM2,0.656,0.696,1.09,2,hsa-miR-7703,hsa-miR-4282,,,,,
C5orf51,0.366,0.595,0.636,2,hsa-miR-7854-3p,hsa-miR-4282,,,,,
IPO7,0.11,0.592,0.285,2,hsa-miR-1229-3p,hsa-miR-449c-3p,,,,,
TMEM233,0.0356,0.592,0.151,2,hsa-miR-4722-3p,hsa-miR-449c-3p,,,,,
LURAP1L,0.0226,0.592,0.119,2,hsa-miR-1253,hsa-miR-4524b-5p,,,,,
SEC61A1,0.128,0.592,0.312,2,hsa-miR-1253,hsa-miR-4524b-5p,,,,,
DCAF17,0.0771,0.592,0.232,2,hsa-miR-371b-5p,hsa-miR-4524b-5p,,,,,
SLCO3A1,0.146,0.592,0.339,2,hsa-miR-371b-5p,hsa-miR-4524b-5p,,,,,
PLEKHA1,0.362,0.595,0.63,2,hsa-miR-371b-5p,hsa-miR-4524b-5p,,,,,
PNRC2,0.165,0.592,0.366,2,hsa-miR-4282,hsa-miR-4524b-5p,,,,,
USP53,0.107,0.592,0.28,2,hsa-miR-548h-5p,hsa-miR-4524b-5p,,,,,
TSC22D2,0.487,0.622,0.808,2,hsa-miR-5585-3p,hsa-miR-4524b-5p,,,,,
DYNLL2,0.245,0.592,0.474,2,hsa-miR-660-5p,hsa-miR-4524b-5p,,,,,
WNK3,0.185,0.592,0.393,2,hsa-miR-660-5p,hsa-miR-4524b-5p,,,,,
XKR7,0.0999,0.592,0.269,2,hsa-miR-660-5p,hsa-miR-4524b-5p,,,,,
NUFIP2,0.888,0.89,1.78,2,hsa-miR-6722-3p,hsa-miR-4524b-5p,,,,,
SLC2A3,0.0899,0.592,0.253,2,hsa-miR-6847-3p,hsa-miR-4524b-5p,,,,,
AP2B1,0.0591,0.592,0.199,2,hsa-miR-7703,hsa-miR-4524b-5p,,,,,
CDCA4,0.338,0.592,0.598,2,hsa-miR-7854-3p,hsa-miR-4524b-5p,,,,,
REXO2,0.074,0.592,0.226,2,hsa-miR-1229-3p,hsa-miR-4722-3p,,,,,
SIK2,0.0834,0.592,0.242,2,hsa-miR-1229-3p,hsa-miR-4722-3p,,,,,
KPNA6,0.358,0.595,0.625,2,hsa-miR-1253,hsa-miR-4722-3p,,,,,
SLC25A33,0.314,0.592,0.566,2,hsa-miR-134-3p,hsa-miR-4722-3p,,,,,
INTS7,0.185,0.592,0.393,2,hsa-miR-371b-5p,hsa-miR-4722-3p,,,,,
SLC38A9,0.189,0.592,0.399,2,hsa-miR-371b-5p,hsa-miR-4722-3p,,,,,
TNFAIP8L1,0.297,0.592,0.544,2,hsa-miR-371b-5p,hsa-miR-4722-3p,,,,,
WDR31,0.0709,0.592,0.221,2,hsa-miR-371b-5p,hsa-miR-4722-3p,,,,,
ZFP14,0.314,0.592,0.566,2,hsa-miR-371b-5p,hsa-miR-4722-3p,,,,,
ZNF554,0.232,0.592,0.458,2,hsa-miR-371b-5p,hsa-miR-4722-3p,,,,,
DHODH,0.37,0.595,0.641,2,hsa-miR-371b-5p,hsa-miR-4722-3p,,,,,
CYCS,0.439,0.611,0.738,2,hsa-miR-371b-5p,hsa-miR-4722-3p,,,,,
GOLGA2,0.124,0.592,0.307,2,hsa-miR-412-3p,hsa-miR-4722-3p,,,,,
ZNF551,0.197,0.592,0.409,2,hsa-miR-412-3p,hsa-miR-4722-3p,,,,,
EMC7,0.146,0.592,0.339,2,hsa-miR-4282,hsa-miR-4722-3p,,,,,
GTDC1,0.146,0.592,0.339,2,hsa-miR-4282,hsa-miR-4722-3p,,,,,
SPTY2D1,0.128,0.592,0.312,2,hsa-miR-4282,hsa-miR-4722-3p,,,,,
TGOLN2,0.293,0.592,0.539,2,hsa-miR-4282,hsa-miR-4722-3p,,,,,
WDR26,0.165,0.592,0.366,2,hsa-miR-4282,hsa-miR-4722-3p,,,,,
ZNF623,0.241,0.592,0.469,2,hsa-miR-4282,hsa-miR-4722-3p,,,,,
MRNIP,0.389,0.597,0.668,2,hsa-miR-4282,hsa-miR-4722-3p,,,,,
HNRNPA1L2,0.22,0.592,0.442,2,hsa-miR-4524b-5p,hsa-miR-4722-3p,,,,,
DCTN5,0.491,0.623,0.813,2,hsa-miR-4524b-5p,hsa-miR-4722-3p,,,,,
HCFC1,0.124,0.592,0.307,2,hsa-miR-4749-5p,hsa-miR-4722-3p,,,,,
PDE4C,0.322,0.592,0.576,2,hsa-miR-4749-5p,hsa-miR-4722-3p,,,,,
CLDN16,0.0899,0.592,0.253,2,hsa-miR-548h-5p,hsa-miR-4722-3p,,,,,
ZWINT,0.285,0.592,0.528,2,hsa-miR-548h-5p,hsa-miR-4722-3p,,,,,
SPPL2A,0.35,0.595,0.614,2,hsa-miR-548h-5p,hsa-miR-4722-3p,,,,,
G3BP1,0.526,0.632,0.867,2,hsa-miR-548h-5p,hsa-miR-4722-3p,,,,,
ALDH7A1,0.00811,0.592,0.07,2,hsa-miR-5585-3p,hsa-miR-4722-3p,,,,,
DHTKD1,0.169,0.592,0.372,2,hsa-miR-5585-3p,hsa-miR-4722-3p,,,,,
